Claim_ID,Customer_Age,Policy_Type,Policy_Tenure_Years,Claim_Amount,Incident_Type,Incident_Date,Claim_Submission_Date,Previous_Claim_Count,Vehicle_Age,Repair_Estimate,Final_Invoice_Amount,Police_Report_Available,Witness_Available,Location,Customer_Description,Fraud or Risk_Label
CLM01094,42,Comprehensive,4.1,47118.77,Natural Disaster,01-02-2023,06-02-2023,1,11,45151.24,49238.45,Yes,Yes,Mumbai,Windshield cracked due to a stone hit on the highway.,0
CLM00127,31,Comprehensive,4.7,93813.84,Fire,03-09-2024,19-10-2024,0,2,55175.99,92342.33,Yes,Yes,Surat,Minor collision while reversing out of a parking spot.,0
CLM01008,43,Comprehensive,0.9,17118.56,Natural Disaster,26-03-2024,27-03-2024,3,11,17578.2,16609.95,No,No,Lucknow,Car was damaged in heavy rain and flooding.,0
CLM00781,26,Comprehensive,3.3,54785.19,Natural Disaster,18-10-2023,18-10-2023,0,3,49718.66,52795.24,Yes,Yes,Surat,Windshield cracked due to a stone hit on the highway.,0
CLM00065,43,Third-Party Fire & Theft,2,31911.16,Natural Disaster,06-12-2025,06-12-2025,0,5,33505.94,30705.44,no,Yes,Hyderabad,Tree branch fell on the car during a storm.,0
CLM00354,18,Third-Party,2.4,57805.78,Fire,01-05-2024,08-05-2024,0,0,52651.42,57232.02,Yes,No,Coimbatore,Vehicle skidded and hit a divider on a wet road.,0
CLM00912,46,Third-Party Fire & Theft,6,1965.38,Collision,27-07-2023,03-08-2023,0,2,2000,2052.54,No,Yes,Kochi,Vehicle scratched while parked in a mall parking lot.,0
CLM01072,27,Comprehensive,2.2,81194.77,Injury/Accident,15-01-2023,08-02-2023,5,6,53413.38,78442.94,Yes,No,Jaipur,Windshield cracked due to a stone hit on the highway.,0
CLM00927,23,Third-Party,13.9,18658.35,Injury/Accident,05-10-2024,19-10-2024,0,5,18517.93,17773.83,Yes,Yes,Lucknow,Vehicle collided with another car at a traffic signal.,0
CLM00575,63,Comprehensive,1,52457.44,Theft,08-03-2024,20-04-2024,1,0,36918.4,50621.52,No,No,Hyderabad,Vehicle skidded and hit a divider on a wet road.,1
CLM00571,52,Comprehensive,7,21549.14,Injury/Accident,06-03-2023,06-03-2023,1,1,18364.73,20932.91,Yes,Yes,Kolkata,Windshield cracked due to a stone hit on the highway.,0
CLM01022,57,Third-Party Fire & Theft,2.3,13499.57,Fire,09-10-2024,09-10-2024,0,5,13466.76,13635.72,No,Yes,Delhi,Minor collision while reversing out of a parking spot.,0
CLM00358,44,Third-Party,0.7,31768.94,Windshield Damage,21-02-2025,27-02-2025,1,2,29607.5,31381.75,Yes,Yes,Delhi,Minor collision while reversing out of a parking spot.,0
CLM00612,63,Third-Party,2.1,51622.12,Theft,12-09-2024,11-10-2024,0,5,49946.83,53738.94,Yes,No,Hyderabad,Rear-ended while stopped at a junction.,0
CLM00063,18,Comprehensive,3.3,10504.69,Injury/Accident,26-04-2024,28-04-2024,0,0,9493.9,10601.44,Yes,Yes,Mumbai,Minor collision while reversing out of a parking spot.,0
CLM00219,53,Third-Party,8,44842.8,Collision,13-10-2024,20-10-2024,0,14,40890.73,44049.42,Yes,Yes,Lucknow,Vehicle skidded and hit a divider on a wet road.,0
CLM00710,51,Third-Party Fire & Theft,1.4,4290.06,Collision,25-09-2024,25-09-2024,2,0,4116.94,4141.92,No,No,Mumbai,Car was damaged in heavy rain and flooding.,0
CLM00438,40,Third-Party Fire & Theft,2.7,9389.59,Vandalism,23-05-2024,23-05-2024,4,-1,9122.38,9084.29,Yes,Yes,Surat,Car was damaged in heavy rain and flooding.,0
CLM00672,28,Third-Party,0,61473.67,Fire,25-09-2023,04-10-2023,0,6,46627.47,58710.89,Yes,No,,Claim submitted just before policy renewal/expiry.,1
CLM00276,42,Third-Party,4,47982.84,Natural Disaster,21-08-2023,24-08-2023,2,2,44731.08,49741.52,No,Yes,Ahmedabad,Windshield cracked due to a stone hit on the highway.,0
CLM01122,24,Third-Party Fire & Theft,1,27357.04,Fire,30-04-2024,23-07-2024,3,1,20170.49,27118.1,No,Yes,Ahmedabad,Vehicle scratched while parked in a mall parking lot.,0
CLM00931,20,Third-Party Fire & Theft,,25804.88,Injury/Accident,27-02-2025,03-03-2025,2,6,24624.47,25566.84,Yes,Yes,Surat,Car was damaged in heavy rain and flooding.,0
CLM00701,18,Comprehensive,8,4919.56,Collision,20-06-2024,24-06-2024,0,3,4266.93,4715.26,No,No,Chennai,Repair invoice submitted without an itemized breakdown.,1
CLM00646,,Third-Party,0.6,63299.16,Theft,04-02-2024,07-02-2024,4,2,59189.92,62044.83,Yes,No,Jaipur,Incident location does not match customer's usual route.,1
CLM01021,47,Third-Party,13.9,101888.62,Fire,18-09-2024,26-09-2024,4,1,91955.34,99823.17,Yes,Yes,Coimbatore,Car was damaged in heavy rain and flooding.,1
CLM00850,41,Third-Party,2.4,24844.78,Natural Disaster,17-12-2024,17-12-2024,1,12,25834.21,25116.72,,Yes,Delhi,Tree branch fell on the car during a storm.,0
CLM00236,56,Third-Party,0,70347.02,Vandalism,06-06-2024,08-07-2024,1,1,52892.24,73535.03,Yes,,Nagpur,Vehicle collided with another car at a traffic signal.,0
CLM00690,49,Third-Party Fire & Theft,3,12944.91,Vandalism,20-03-2024,29-03-2024,2,8,14078.24,13622.45,Yes,Yes,Mumbai,Windshield cracked due to a stone hit on the highway.,0
CLM00548,46,Third-Party Fire & Theft,4.7,13635.46,Injury/Accident,05-01-2025,21-01-2025,0,2,8569.69,13287.29,No,Yes,Hyderabad,Vehicle scratched while parked in a mall parking lot.,0
CLM01006,48,Third-Party Fire & Theft,6.7,45286.56,Fire,27-06-2023,27-06-2023,1,5,41581.53,45795.83,Yes,Yes,Nagpur,Vehicle scratched while parked in a mall parking lot.,0
CLM00531,20,Third-Party,1,75783.26,Theft,03-12-2025,05-12-2025,1,1,78155.18,73315.32,Yes,No,Kolkata,Rear-ended while stopped at a junction.,0
CLM00101,44,Comprehensive,3.5,39929.19,Theft,11-05-2025,11-05-2025,0,10,37770.25,41857.38,Yes,Yes,Kochi,Minor collision while reversing out of a parking spot.,0
CLM00765,32,Third-Party Fire & Theft,0.9,93855.95,Windshield Damage,09-02-2023,18-02-2023,0,1,82236.45,91954.65,Yes,Yes,Nagpur,Minor collision while reversing out of a parking spot.,0
CLM00183,30,Third-Party,9.5,41631.53,Injury/Accident,20-08-2025,22-08-2025,1,1,43145.3,41025.11,Yes,No,Chennai,Vehicle scratched while parked in a mall parking lot.,0
CLM00333,50,Third-Party Fire & Theft,2,39702.13,Windshield Damage,04-07-2023,06-07-2023,0,0,37620.96,39620.73,Yes,No,Ahmedabad,Minor collision while reversing out of a parking spot.,0
CLM00663,29,Comprehensive,0.4,71539.25,Theft,27-10-2023,01-11-2023,0,8,64383.13,72052.81,Yes,No,Surat,Tree branch fell on the car during a storm.,0
CLM00826,59,Third-Party Fire & Theft,2.6,67845.32,Fire,16-10-2024,23-10-2024,5,2,68129.04,68861.5,Yes,Yes,Mumbai,Windshield cracked due to a stone hit on the highway.,0
CLM00583,23,Third-Party Fire & Theft,0.3,25911.71,Windshield Damage,23-03-2025,23-03-2025,0,1,24690.55,27108.45,Yes,Yes,Chennai,,1
CLM00907,22,Third-Party,0.8,15532.38,Windshield Damage,07-12-2025,17-12-2025,4,7,12889.26,15634.03,Yes,Yes,Pune,Rear-ended while stopped at a junction.,0
CLM00731,28,Third-Party,3.9,27934.48,Collision,22-04-2024,28-04-2024,1,0,24852.07,26927.13,Yes,Yes,Kochi,Tree branch fell on the car during a storm.,0
CLM00259,30,Third-Party,0.7,20890.59,Collision,14-10-2023,14-10-2023,0,3,18540.55,21526.82,Yes,Yes,Chennai,Vehicle collided with another car at a traffic signal.,0
CLM00139,49,Comprehensive,6.2,55311.02,Windshield Damage,11-02-2023,14-02-2023,0,3,52495.47,54773.01,Yes,No,Bengaluru,Car was damaged in heavy rain and flooding.,0
CLM01075,41,Third-Party Fire & Theft,,85834.05,Fire,19-06-2024,05-07-2024,0,5,73062.57,88048.02,No,No,Coimbatore,Incident location does not match customer's usual route.,1
CLM00979,24,Third-Party,0.5,27336.32,Natural Disaster,25-06-2024,29-06-2024,0,0,26498.96,28552.31,Yes,Yes,Delhi,Car was damaged in heavy rain and flooding.,0
CLM00530,30,Third-Party,1.7,43857.78,Theft,15-10-2024,18-10-2024,1,6,47335.51,44900.03,Yes,No,Bengaluru,Tree branch fell on the car during a storm.,0
CLM00492,39,Third-Party,1.9,46648.89,Injury/Accident,17-01-2024,22-01-2024,1,12,44386.4,46116.01,Yes,Yes,Lucknow,Vehicle collided with another car at a traffic signal.,0
CLM00589,62,Third-Party,14.9,80548.31,Fire,08-01-2025,09-01-2025,0,10,57786.08,80464.69,Yes,No,Mumbai,Windshield cracked due to a stone hit on the highway.,1
CLM01106,62,Third-Party,0.5,22647.1,Collision,28-03-2025,07-04-2025,1,2,21152.8,22089.3,Yes,Yes,Mumbai,Tree branch fell on the car during a storm.,0
CLM00582,34,Comprehensive,11,17308.23,Vandalism,20-04-2024,22-04-2024,0,3,17484.26,17631.44,Yes,Yes,Pune,Windshield cracked due to a stone hit on the highway.,0
CLM00041,59,Third-Party,1,55324.07,Collision,22-05-2024,24-05-2024,0,0,50118,56176.52,Yes,No,Mumbai,Rear-ended while stopped at a junction.,0
CLM00973,25,Third-Party,0.8,21198.38,Vandalism,02-10-2024,02-10-2024,2,12,20891.14,21589.47,No,,Chennai,Vehicle collided with another car at a traffic signal.,0
CLM00882,18,Third-Party,0.8,25922.21,Injury/Accident,29-12-2023,30-12-2023,2,1,24006.62,25426.48,Yes,No,Kochi,Tree branch fell on the car during a storm.,0
CLM00073,44,Comprehensive,6.6,44582.03,Collision,15-11-2023,19-11-2023,1,5,42469.92,46053.08,Yes,No,Hyderabad,Multiple prior claims for similar type of incident.,1
CLM00429,36,Third-Party Fire & Theft,2.2,43149.28,Natural Disaster,16-08-2024,16-08-2024,3,9,41772.99,42624.41,Yes,No,Ahmedabad,Vehicle scratched while parked in a mall parking lot.,0
CLM01159,48,Third-Party,0.3,30070.94,Collision,01-01-2023,02-01-2023,1,4,,30543.89,Yes,Yes,Pune,Car was damaged in heavy rain and flooding.,0
CLM00543,43,Third-Party Fire & Theft,2.7,40162.24,Injury/Accident,20-03-2024,20-03-2024,0,4,37004.53,42026.83,Yes,Yes,Bengaluru,Vehicle skidded and hit a divider on a wet road.,0
CLM00085,43,Comprehensive,13.2,93515.19,Injury/Accident,11-11-2024,05-01-2025,1,2,74366.08,95414.28,Yes,,Nagpur,Minor collision while reversing out of a parking spot.,0
CLM00033,31,Comprehensive,0.3,67641.46,Natural Disaster,22-12-2025,22-12-2025,1,7,66146.6,67854.11,Yes,Yes,Coimbatore,Claim filed for total loss shortly after policy purchase.,1
CLM00309,42,Third-Party,12.7,39729.97,Injury/Accident,23-09-2025,23-09-2025,1,3,41480.97,39319.63,No,Yes,Chennai,Vehicle scratched while parked in a mall parking lot.,0
CLM00877,24,Comprehensive,0.7,46497.26,Vandalism,20-04-2023,22-04-2023,0,8,47033.4,47519.89,No,No,Ahmedabad,Windshield cracked due to a stone hit on the highway.,1
CLM00501,33,Third-Party Fire & Theft,4.2,70475.69,Natural Disaster,28-09-2024,28-09-2024,4,0,64988.2,67907.09,Yes,No,Kochi,Windshield cracked due to a stone hit on the highway.,0
CLM00581,38,Third-Party Fire & Theft,6.5,8765.88,Injury/Accident,10-06-2023,10-06-2023,0,3,8141.69,9136.1,Yes,Yes,Chennai,Tree branch fell on the car during a storm.,0
CLM00192,53,Third-Party,5.9,20069.92,Collision,07-07-2023,05-08-2023,4,3,15636.44,20551.69,no,No,Kochi,Rear-ended while stopped at a junction.,0
CLM00958,54,Third-Party Fire & Theft,7.1,29266.41,Injury/Accident,23-05-2024,26-05-2024,1,1,31804.83,29381.99,Yes,Yes,Kolkata,Vehicle scratched while parked in a mall parking lot.,0
CLM01083,39,Third-Party,1,35127.45,Injury/Accident,11-01-2023,27-01-2023,1,2,34231.17,36892.23,Yes,No,Surat,Windshield cracked due to a stone hit on the highway.,0
CLM00431,36,Comprehensive,6.7,31884.19,Injury/Accident,03-05-2023,07-05-2023,1,13,29045.06,31974.03,Yes,No,Ahmedabad,Car was damaged in heavy rain and flooding.,0
CLM00369,25,Third-Party Fire & Theft,11.1,76831.69,Vandalism,07-07-2025,22-07-2025,0,1,68366.36,75041.6,Yes,,Mumbai,Vehicle collided with another car at a traffic signal.,0
CLM00278,38,Third-Party Fire & Theft,5.2,39091.29,Theft,30-03-2023,22-03-2023,1,2,37509.85,37264.11,Yes,No,Ahmedabad,Vehicle scratched while parked in a mall parking lot.,0
CLM01194,25,Comprehensive,2.3,15799.5,Injury/Accident,08-08-2023,09-08-2023,1,2,13228,15190.17,Yes,No,Ahmedabad,Car was damaged in heavy rain and flooding.,0
CLM00897,18,Third-Party,2,5048.38,Injury/Accident,18-03-2023,18-03-2023,0,0,4934.55,5028.65,No,Yes,Kochi,Minor collision while reversing out of a parking spot.,0
CLM00981,44,Third-Party,0.6,10416.45,Injury/Accident,14-11-2023,09-12-2023,1,6,10257.56,10854.71,Yes,No,Delhi,Vehicle collided with another car at a traffic signal.,1
CLM00071,47,Comprehensive,0.2,7426,Vandalism,11-09-2024,11-09-2024,1,3,6979.93,7429.35,Yes,Yes,Kochi,Vehicle collided with another car at a traffic signal.,0
CLM01013,50,Comprehensive,0.7,23776.56,Injury/Accident,05-12-2024,06-12-2024,0,5,25974.29,24500.69,Yes,Yes,Kolkata,Rear-ended while stopped at a junction.,0
CLM00987,37,Comprehensive,0.8,42225.91,Theft,10-11-2024,10-11-2024,0,0,35208.61,40290.66,Yes,Yes,Pune,Tree branch fell on the car during a storm.,0
CLM00818,30,Third-Party,0.3,47939.18,Windshield Damage,27-04-2025,27-04-2025,2,4,40589.2,46067.66,Yes,Yes,Jaipur,Rear-ended while stopped at a junction.,0
CLM01155,37,Third-Party Fire & Theft,0.9,37208.04,Natural Disaster,29-12-2023,04-01-2024,2,0,34405.95,36669.51,No,Yes,Kochi,Vehicle skidded and hit a divider on a wet road.,0
CLM01105,45,Third-Party,4.9,4500.37,Natural Disaster,20-01-2023,29-01-2023,0,22,4455.86,4581.02,Yes,No,Bengaluru,Vehicle scratched while parked in a mall parking lot.,0
CLM00820,47,Third-Party Fire & Theft,3.7,62480.23,Windshield Damage,30-08-2025,06-10-2025,3,4,53723.58,60252.29,No,,Ahmedabad,Repair invoice submitted without an itemized breakdown.,1
CLM00523,18,Comprehensive,4.9,2287.41,Theft,01-08-2025,05-08-2025,0,14,2000,2181.62,No,Yes,Delhi,Tree branch fell on the car during a storm.,0
CLM00862,37,Comprehensive,0.1,32282.42,Vandalism,11-05-2023,11-05-2023,0,0,,32959.86,Yes,Yes,Hyderabad,Tree branch fell on the car during a storm.,0
CLM00133,37,Third-Party,5.6,38169.28,Theft,03-08-2025,09-08-2025,2,3,34199.6,36404.85,No,Yes,Chennai,"Vehicle reported stolen, recovered with no major damage.",1
CLM00223,45,Third-Party Fire & Theft,3.8,15950.67,Theft,19-04-2025,24-04-2025,2,6,15089.49,15889.76,Yes,Yes,Mumbai,Car was damaged in heavy rain and flooding.,0
CLM00926,48,Comprehensive,3.9,31217.36,Vandalism,21-06-2025,22-06-2025,1,8,29281.4,30599.67,Yes,Yes,Mumbai,Vehicle collided with another car at a traffic signal.,0
CLM00268,47,Third-Party Fire & Theft,6.9,33853.8,Theft,13-02-2023,15-02-2023,1,4,32297.76,33595.59,Yes,Yes,Nagpur,Vehicle collided with another car at a traffic signal.,0
CLM00959,28,Third-Party,7.2,26107.82,Fire,16-07-2025,20-07-2025,1,1,23415.76,25202.15,Yes,Yes,Delhi,Car was damaged in heavy rain and flooding.,0
CLM00082,42,Comprehensive,7,6805.63,Injury/Accident,26-05-2024,01-06-2024,1,2,6048.85,6575.12,No,No,Pune,Windshield cracked due to a stone hit on the highway.,0
CLM00755,45,Comprehensive,2.3,27529.61,Collision,13-05-2023,26-05-2023,2,7,25666.68,28338.8,Yes,,Kochi,Rear-ended while stopped at a junction.,0
CLM00594,53,Third-Party Fire & Theft,0.2,37206.51,Windshield Damage,26-10-2024,27-10-2024,1,9,38605,38521.89,No,Yes,Chennai,Incident location does not match customer's usual route.,1
CLM00116,44,Third-Party,3.3,28995.06,Injury/Accident,23-12-2025,30-12-2025,1,6,30023.17,29888.94,Yes,Yes,Nagpur,Tree branch fell on the car during a storm.,0
CLM00813,18,Third-Party Fire & Theft,9.4,16160.79,Natural Disaster,04-03-2025,06-03-2025,0,10,16102.21,16775.79,Yes,Yes,Pune,Car was damaged in heavy rain and flooding.,0
CLM00408,33,Comprehensive,4.3,61169.48,Windshield Damage,01-06-2023,02-06-2023,1,3,56292.44,58867.9,Yes,No,Delhi,Vehicle skidded and hit a divider on a wet road.,0
CLM00879,60,Third-Party,4.4,56818.17,Vandalism,21-04-2023,22-04-2023,2,10,60578.63,55466.25,Yes,Yes,Delhi,Car was damaged in heavy rain and flooding.,0
CLM00209,58,Comprehensive,1.4,28843.19,Vandalism,29-08-2023,14-09-2023,2,6,28688.59,27928.51,Yes,No,Ahmedabad,Car was damaged in heavy rain and flooding.,0
CLM00345,57,Third-Party Fire & Theft,1.7,19825.95,Injury/Accident,13-03-2025,27-03-2025,0,4,17935.94,19233.06,Yes,Yes,Coimbatore,Car was damaged in heavy rain and flooding.,0
CLM00330,50,Third-Party,1.2,58136.36,Windshield Damage,16-07-2024,19-07-2024,0,10,58839.91,60131.04,No,,Pune,Vehicle collided with another car at a traffic signal.,0
CLM01055,37,Third-Party,2.8,58645.82,Theft,24-11-2025,02-12-2025,0,0,,60973.01,No,Yes,Coimbatore,Minor collision while reversing out of a parking spot.,0
CLM00015,56,Third-Party,9.1,13938.55,Injury/Accident,17-01-2025,18-01-2025,2,10,13723.37,14657.97,Yes,,Pune,"Vehicle reported stolen, recovered with no major damage.",1
CLM00837,53,Third-Party,8.2,103802.59,Fire,28-07-2024,26-10-2024,1,10,88813.69,107202.03,No,Yes,Surat,Claim submitted just before policy renewal/expiry.,1
CLM00481,36,Third-Party Fire & Theft,1.3,22878.44,Windshield Damage,09-10-2023,21-10-2023,3,7,22275.5,22062.09,Yes,Yes,Jaipur,Vehicle collided with another car at a traffic signal.,0
CLM00604,38,Third-Party,11.2,9806.28,Windshield Damage,06-10-2023,08-10-2023,4,1,9397.83,10026.22,No,Yes,Pune,Vehicle scratched while parked in a mall parking lot.,0
CLM00715,41,Comprehensive,1,20395.91,Fire,07-06-2023,11-06-2023,1,0,19073.83,20804.25,No,Yes,Ahmedabad,Claim submitted just before policy renewal/expiry.,1
CLM00722,34,Third-Party,3.8,4565.43,Theft,02-05-2025,06-05-2025,0,3,4862.66,4735.96,Yes,Yes,Hyderabad,,0
CLM00974,27,Third-Party Fire & Theft,1.1,14422.43,Fire,20-02-2024,21-02-2024,1,1,14100.07,14448.9,Yes,No,Surat,Vehicle skidded and hit a divider on a wet road.,0
CLM00535,55,Third-Party,1.3,43289.47,Vandalism,02-11-2023,06-11-2023,2,1,37104.49,43927.09,Yes,Yes,Kolkata,Vehicle scratched while parked in a mall parking lot.,0
CLM01161,57,Third-Party,0.9,54454.66,Windshield Damage,04-09-2025,08-09-2025,3,3,58252.43,54991.07,No,No,Chennai,Vehicle scratched while parked in a mall parking lot.,0
CLM00946,34,Third-Party,1.2,50061.15,Fire,20-08-2024,25-08-2024,0,2,45287.39,48544.6,Yes,No,Lucknow,Tree branch fell on the car during a storm.,0
CLM00977,27,Third-Party Fire & Theft,1.2,30765.66,Collision,18-01-2024,31-01-2024,2,4,29732.79,32345.32,No,Yes,Lucknow,Car was damaged in heavy rain and flooding.,0
CLM00513,32,Third-Party,1.9,7786.84,Windshield Damage,07-01-2023,11-01-2023,1,7,7186.02,7735.98,Yes,No,Coimbatore,Rear-ended while stopped at a junction.,0
CLM00007,33,Third-Party,1.5,26973.56,Fire,23-07-2024,26-07-2024,2,1,24364.87,26288.01,Yes,No,Bengaluru,Car was damaged in heavy rain and flooding.,0
CLM01090,28,Comprehensive,3.3,61834.37,Windshield Damage,11-11-2025,14-11-2025,0,10,56260.04,62739.78,Yes,No,Coimbatore,Rear-ended while stopped at a junction.,0
CLM01199,38,Third-Party Fire & Theft,0.2,13323.32,Theft,13-12-2024,20-12-2024,1,0,14247.84,13972.03,Yes,Yes,Lucknow,Customer requested cash settlement instead of repair.,1
CLM00368,36,Comprehensive,0.1,30948.66,Fire,25-08-2025,08-09-2025,0,0,29661.17,31299.3,No,Yes,Nagpur,Car was damaged in heavy rain and flooding.,0
CLM00510,18,Third-Party,5,5821.51,Windshield Damage,24-04-2023,07-05-2023,3,0,5741.85,5893.2,Yes,Yes,Delhi,Vehicle skidded and hit a divider on a wet road.,0
CLM00867,22,Comprehensive,2.3,22170.88,Injury/Accident,15-10-2025,16-10-2025,1,3,22323.39,22203.62,No,Yes,Hyderabad,Vehicle scratched while parked in a mall parking lot.,0
CLM01036,51,Third-Party Fire & Theft,0.5,9071.85,Theft,02-07-2025,07-07-2025,2,10,9126.94,9155.17,Yes,No,Delhi,Car was damaged in heavy rain and flooding.,0
CLM00376,33,Third-Party,2.7,25136.15,Theft,03-05-2025,28-05-2025,3,0,21544.51,26349.93,No,Yes,Kochi,Car was damaged in heavy rain and flooding.,0
CLM00572,41,Third-Party,15.6,29423.03,Vandalism,01-09-2025,01-09-2025,0,1,27085.4,28128.38,Yes,No,Kochi,Vehicle collided with another car at a traffic signal.,0
CLM00027,38,Third-Party,13,42979.45,Natural Disaster,16-08-2025,16-08-2025,0,11,41870.3,44905.03,Yes,No,Jaipur,Vehicle scratched while parked in a mall parking lot.,1
CLM00978,36,Third-Party Fire & Theft,1.3,16924.74,Collision,11-02-2025,18-02-2025,0,1,12397.18,17351.14,No,No,Kolkata,Vehicle collided with another car at a traffic signal.,0
CLM01147,28,Comprehensive,5,37503.61,Vandalism,30-07-2023,01-08-2023,2,19,35880.67,35904.57,Yes,No,Mumbai,Windshield cracked due to a stone hit on the highway.,1
CLM01082,50,Third-Party,5,46532.82,Windshield Damage,24-11-2024,03-12-2024,0,22,39963.43,44741.48,Yes,No,Delhi,Vehicle collided with another car at a traffic signal.,0
CLM01030,24,Third-Party Fire & Theft,1.3,33238.61,Injury/Accident,05-03-2023,10-03-2023,0,2,36537.86,34528.5,No,No,Nagpur,Minor collision while reversing out of a parking spot.,0
CLM00482,35,Comprehensive,1.4,20614.83,Vandalism,01-09-2025,08-09-2025,1,6,22737.37,19870.2,No,No,,Vehicle skidded and hit a divider on a wet road.,0
CLM01152,20,Comprehensive,6.6,22651.46,Theft,14-12-2025,15-12-2025,0,3,20755.41,21963.88,No,Yes,Chennai,Car was damaged in heavy rain and flooding.,0
CLM00794,51,Comprehensive,4.1,37332.64,Fire,09-06-2024,19-06-2024,0,4,39972.3,37989.51,Yes,No,Lucknow,,0
CLM00759,,Comprehensive,0.3,15245.09,Vandalism,23-05-2025,12-06-2025,0,15,12968.62,15444.77,Yes,Yes,Pune,Car was damaged in heavy rain and flooding.,1
CLM00152,58,Third-Party,4,10540.3,Windshield Damage,03-07-2024,07-07-2024,3,0,10017.74,10314.06,No,Yes,Surat,Tree branch fell on the car during a storm.,0
CLM00892,40,Third-Party,2,17964.71,Injury/Accident,01-12-2025,11-12-2025,2,0,18624.05,18504.05,No,No,,Tree branch fell on the car during a storm.,0
CLM00233,,Third-Party,3.3,40606.32,Natural Disaster,04-01-2024,15-01-2024,1,4,34154.11,40666.94,Yes,No,Delhi,Car was damaged in heavy rain and flooding.,0
CLM01127,34,Third-Party,1.8,63935.81,Windshield Damage,27-04-2024,07-05-2024,0,0,,66099.64,No,Yes,Surat,Incident location does not match customer's usual route.,1
CLM00968,18,Third-Party,9.1,20475.18,Windshield Damage,26-11-2023,28-11-2023,0,9,19668.52,20738.01,No,Yes,Kochi,Vehicle scratched while parked in a mall parking lot.,0
CLM00029,18,Third-Party Fire & Theft,6,10260.76,Fire,17-08-2023,12-08-2023,4,2,9695.31,9863.69,Yes,No,Kolkata,Vehicle scratched while parked in a mall parking lot.,0
CLM00595,40,Third-Party,2.9,45572.17,Vandalism,05-03-2025,08-03-2025,0,7,39993.96,46046.96,Yes,Yes,Lucknow,Windshield cracked due to a stone hit on the highway.,0
CLM00549,35,Third-Party,0.3,7119.68,Natural Disaster,15-10-2025,09-11-2025,0,15,6750.17,7490.18,,No,Mumbai,Claim submitted just before policy renewal/expiry.,1
CLM00142,33,Third-Party Fire & Theft,2.7,19200.56,Injury/Accident,23-08-2023,31-08-2023,2,2,17382.82,18903.85,No,Yes,Hyderabad,"Vehicle reported stolen, recovered with no major damage.",1
CLM00289,30,Third-Party Fire & Theft,4.5,59822.35,Vandalism,18-05-2023,23-05-2023,0,9,50840.44,60249.75,Yes,No,Surat,Windshield cracked due to a stone hit on the highway.,0
CLM00694,30,Third-Party Fire & Theft,1.3,50659.65,Collision,09-09-2024,24-09-2024,5,1,45039.86,49371.59,No,Yes,Jaipur,Rear-ended while stopped at a junction.,0
CLM00495,48,Third-Party,4.5,2804.57,Collision,31-03-2025,18-04-2025,4,6,3099.07,2913.4,No,Yes,Delhi,Windshield cracked due to a stone hit on the highway.,0
CLM00760,37,Comprehensive,0.4,106946.22,Theft,17-07-2024,19-07-2024,1,4,94122.41,102437.18,No,No,Ahmedabad,Multiple prior claims for similar type of incident.,1
CLM00601,27,Third-Party Fire & Theft,4.5,47550.65,Vandalism,05-02-2024,07-02-2024,1,0,43592.29,45473.36,Yes,No,Mumbai,Vehicle skidded and hit a divider on a wet road.,0
CLM01067,32,Third-Party,1.7,28127.71,Fire,30-03-2023,01-04-2023,0,0,28619.62,29299.26,No,Yes,Bengaluru,Minor collision while reversing out of a parking spot.,0
CLM00454,46,Third-Party,9.7,26053.48,Theft,21-11-2025,11-12-2025,0,1,24307.92,25975.42,Yes,Yes,Pune,Car was damaged in heavy rain and flooding.,0
CLM00597,18,Third-Party,0.4,52353.39,Theft,12-10-2023,23-10-2023,2,15,44424.29,50066.19,Yes,No,Hyderabad,Vehicle scratched while parked in a mall parking lot.,0
CLM00905,45,Comprehensive,2.2,44325.73,Natural Disaster,30-08-2023,06-09-2023,2,4,46938.71,44881.6,Yes,Yes,Mumbai,Vehicle scratched while parked in a mall parking lot.,0
CLM00079,31,Comprehensive,6,21461.92,Injury/Accident,02-11-2023,17-11-2023,0,2,18089.19,21049.31,Yes,,Surat,Vehicle collided with another car at a traffic signal.,0
CLM00540,43,Comprehensive,3.1,38355.04,Vandalism,29-01-2025,08-02-2025,0,5,31530.3,37511.36,No,Yes,Jaipur,Windshield cracked due to a stone hit on the highway.,0
CLM00954,20,Comprehensive,1.6,42555.55,Natural Disaster,10-04-2023,13-04-2023,0,3,41333.33,44757.15,Yes,Yes,Surat,Minor collision while reversing out of a parking spot.,0
CLM00656,18,Comprehensive,9.2,33353.73,Vandalism,29-08-2023,06-09-2023,0,13,33123.65,31984.98,Yes,No,Bengaluru,Rear-ended while stopped at a junction.,0
CLM00016,51,Third-Party,3.2,45370.05,Theft,30-06-2024,08-07-2024,1,5,45911.38,44701.17,No,No,Coimbatore,Windshield cracked due to a stone hit on the highway.,0
CLM00477,57,Third-Party Fire & Theft,10.6,37789.32,Fire,10-07-2024,15-07-2024,1,3,24675.06,36486.64,No,No,Mumbai,"Vehicle reported stolen, recovered with no major damage.",1
CLM00782,46,Third-Party Fire & Theft,4.5,40509.51,Windshield Damage,17-01-2025,24-01-2025,0,16,39820.2,42453.87,No,Yes,Pune,Windshield cracked due to a stone hit on the highway.,0
CLM00284,18,Third-Party Fire & Theft,2,16512.17,Fire,18-07-2025,26-07-2025,0,3,16312.81,16904.05,Yes,Yes,Mumbai,Minor collision while reversing out of a parking spot.,0
